sample_idx,feature,importance,rank
39903,sensor_73_max,16.57880401611328,1
39903,sensor_71_max,16.569406509399414,2
39903,sensor_72_max,16.556930541992188,3
39903,sensor_72_avg,15.994894027709961,4
39903,sensor_73_avg,15.96829605102539,5
39903,sensor_71_avg,15.942455291748047,6
39903,sensor_71_min,15.43522834777832,7
39903,sensor_73_min,14.69963264465332,8
39903,sensor_72_min,13.717220306396484,9
39903,sensor_88_std,13.365918159484863,10
39903,wind_speed_236_std_roll6_std,9.59150505065918,11
39903,sensor_230_std,8.852594375610352,12
39903,sensor_230_max,6.973757266998291,13
39903,sensor_35_max,6.679111957550049,14
39903,sensor_42_min,6.403781414031982,15
40050,sensor_230_std,17.562623977661133,1
40050,sensor_73_max,16.591724395751953,2
40050,sensor_71_max,16.58913230895996,3
40050,sensor_72_max,16.579492568969727,4
40050,sensor_72_avg,16.00888442993164,5
40050,sensor_73_avg,15.987457275390625,6
40050,sensor_71_avg,15.959257125854492,7
40050,sensor_71_min,15.465970039367676,8
40050,sensor_73_min,14.720206260681152,9
40050,sensor_72_min,13.73755931854248,10
40050,sensor_230_max,6.887016773223877,11
40050,sensor_35_max,6.620871067047119,12
40050,sensor_230_min,5.909230709075928,13
40050,wind_speed_236_min_roll6_std,5.726816654205322,14
40050,wind_speed_236_max_roll6_std,5.194267272949219,15
40051,sensor_230_std,18.335533142089844,1
40051,sensor_40_min,15.625171661376953,2
40051,sensor_61_min,15.621370315551758,3
40051,sensor_213_min,13.585423469543457,4
40051,sensor_212_min,13.133811950683594,5
40051,sensor_212_avg,12.957499504089355,6
40051,sensor_212_max,12.940288543701172,7
40051,sensor_60_min,12.282496452331543,8
40051,sensor_58_min,12.280529975891113,9
40051,sensor_59_min,12.209598541259766,10
40051,sensor_47_min,11.92376708984375,11
40051,sensor_141_min,11.518240928649902,12
40051,sensor_140_min,11.455941200256348,13
40051,sensor_139_min,11.44235897064209,14
40051,sensor_218_min,11.300350189208984,15
44327,sensor_61_min,17.77975082397461,1
44327,sensor_40_min,17.74411392211914,2
44327,sensor_88_std,16.210376739501953,3
44327,sensor_212_min,14.95413875579834,4
44327,sensor_213_min,14.515228271484375,5
44327,sensor_89_std,14.305835723876953,6
44327,sensor_71_min,13.828479766845703,7
44327,sensor_118_std,13.65441608428955,8
44327,sensor_117_std,13.574280738830566,9
44327,sensor_59_min,13.3328218460083,10
44327,sensor_73_min,13.270498275756836,11
44327,sensor_60_min,13.223170280456543,12
44327,sensor_58_min,13.162251472473145,13
44327,sensor_47_min,12.546910285949707,14
44327,sensor_218_min,12.445972442626953,15
47256,sensor_49_max,14.369348526000977,1
47256,sensor_50_max,13.655191421508789,2
47256,sensor_49_avg,11.790183067321777,3
47256,sensor_50_avg,11.540614128112793,4
47256,sensor_52_avg,10.85893440246582,5
47256,sensor_52_max,10.058917045593262,6
47256,sensor_55_max,9.987842559814453,7
47256,sensor_55_avg,9.83320426940918,8
47256,sensor_55_min,9.282593727111816,9
47256,sensor_54_max,8.420772552490234,10
47256,sensor_54_avg,8.370332717895508,11
47256,sensor_51_avg,7.9143877029418945,12
47256,sensor_54_min,7.831716060638428,13
47256,sensor_51_max,7.782198905944824,14
47256,sensor_42_avg,6.5729899406433105,15
47257,sensor_49_max,14.773795127868652,1
47257,sensor_50_max,14.072622299194336,2
47257,sensor_49_avg,12.028664588928223,3
47257,sensor_50_avg,11.816105842590332,4
